856,241,916,242,916,257,856,256
847,320,873,320,873,332,847,332
808,242,857,241,857,255,809,256
873,319,926,318,926,331,873,332
1042,178,1072,179,1072,192,1042,191
360,428,388,429,388,442,359,441
1018,179,1050,179,1050,190,1018,191
798,319,852,321,852,333,797,331
782,300,817,300,817,312,782,311
184,236,269,245,266,273,181,264
743,332,773,334,772,348,742,346
1035,405,1210,403,1211,433,1035,435
733,203,905,202,906,237,733,238
804,300,847,300,847,312,804,311
105,270,140,272,139,289,104,287
1013,350,1224,347,1225,405,1014,408
1021,163,1057,163,1057,177,1021,178
95,308,135,310,134,328,94,326
743,357,785,359,785,371,742,369
383,618,473,620,473,649,383,647
762,177,794,180,793,197,761,194
744,349,789,351,788,363,743,361
1021,55,1055,59,1054,72,1020,68
741,298,778,300,778,313,741,310
162,616,334,628,333,641,161,629
