1065,311,1114,312,1114,327,1064,326
1015,197,1086,189,1088,204,1017,212
997,313,1062,313,1062,329,997,330
999,213,1038,209,1040,222,1000,227
492,46,672,53,669,124,490,117
276,8,452,22,446,111,269,97
1004,356,1081,357,1081,372,1004,372
1006,243,1060,237,1062,251,1007,256
589,67,813,99,805,160,581,128
1027,210,1122,202,1124,217,1029,225
1016,384,1064,387,1063,402,1015,400
998,200,1023,197,1025,211,999,214
1018,183,1063,177,1065,192,1020,197
1005,228,1048,223,1049,237,1006,242
997,184,1018,182,1019,196,998,198
