908,226,966,220,968,235,910,241
223,224,276,224,276,238,223,238
827,225,853,223,854,237,828,239
636,226,660,226,660,245,636,245
241,376,288,374,289,386,242,389
555,230,610,225,612,249,557,253
223,406,256,404,257,418,224,420
260,404,286,402,287,416,261,417
209,407,231,407,231,421,209,421
230,192,283,193,283,212,229,210
213,393,250,392,251,405,214,406
205,379,230,379,230,390,205,390
211,236,245,236,245,249,211,248
193,160,295,160,296,203,193,203
244,237,293,240,292,254,243,251
220,377,246,376,246,388,221,389
255,391,293,388,294,401,256,403
