73,113,104,114,104,130,73,129
74,96,135,98,135,114,73,112
49,112,75,115,73,130,48,128
103,115,154,117,153,132,102,129
210,102,257,107,255,123,208,118
135,74,171,77,169,96,134,93
42,96,69,98,68,113,41,110
2,112,49,114,49,128,2,126
152,116,211,120,210,136,151,132
50,68,141,74,140,97,48,90
145,101,212,102,211,118,144,116
50,35,113,40,111,68,48,63
307,58,405,66,403,92,305,84
116,39,230,46,229,76,114,69
302,119,413,123,412,138,301,135
801,205,876,209,875,230,800,226
317,82,398,86,397,105,316,101
568,254,602,254,602,328,568,328
