1076,167,1126,162,1129,190,1079,196
1028,332,1113,339,1110,371,1026,364
970,324,1030,330,1027,360,967,353
944,289,993,292,992,318,943,316
937,69,984,60,990,90,943,100
791,462,831,462,831,500,790,500
1020,207,1109,202,1111,234,1022,239
987,168,1076,163,1078,197,989,202
939,215,1017,211,1018,238,941,242
995,286,1088,294,1086,327,992,319
1165,303,1268,304,1268,336,1165,334
752,33,844,-8,857,23,765,63
933,180,987,177,989,205,935,208
1009,50,1078,32,1085,62,1016,79
938,103,1009,91,1015,122,943,134
1007,89,1108,63,1115,93,1014,119
1112,205,1279,187,1282,220,1115,238
956,413,1076,442,1068,477,948,448
1073,439,1217,485,1205,523,1062,477
947,316,983,322,978,351,942,344
758,270,970,288,962,395,749,377
983,55,1010,49,1017,81,990,87
