400,253,431,250,432,262,402,265
343,289,390,284,392,306,345,311
430,249,462,247,463,261,430,263
398,283,468,277,470,299,400,304
411,238,453,234,454,248,413,252
230,323,292,310,298,339,236,352
838,289,879,278,884,299,843,310
377,239,412,237,413,251,378,253
152,233,237,215,243,246,159,265
342,244,381,237,383,251,344,258
343,310,453,296,458,335,348,349
156,281,290,258,299,313,165,336
347,130,429,123,431,142,349,149
342,255,397,249,399,264,343,270
835,173,881,168,884,198,838,203
350,349,470,335,473,356,352,370
