761,234,790,231,791,243,763,247
316,292,346,281,352,296,321,308
550,352,600,347,602,366,551,370
540,277,588,272,589,292,542,296
731,140,763,136,764,149,732,152
705,357,760,355,760,366,706,369
695,241,731,238,732,249,695,251
526,184,578,179,580,199,528,205
108,32,147,-12,162,1,122,46
347,280,370,272,376,287,353,295
781,455,812,453,813,464,781,466
721,458,776,454,776,467,722,470
725,239,761,235,762,246,726,250
-7,154,38,108,52,122,7,169
662,9,695,3,697,17,664,22
700,4,729,0,730,12,701,15
291,350,348,327,354,343,298,366
347,301,377,289,383,303,353,316
342,325,369,314,375,329,347,340
221,43,260,14,269,27,231,56
285,333,311,320,317,334,292,346
279,313,324,288,332,303,286,328
508,52,557,46,559,66,510,72
259,343,283,333,290,349,266,360
301,323,344,302,351,317,308,338
682,146,730,140,732,153,683,159
713,420,753,417,754,431,714,434
716,246,762,243,763,255,717,258
724,510,768,506,769,517,725,521
131,174,165,132,180,145,146,186
353,467,423,412,437,431,367,485
380,75,415,7,434,17,398,85
92,223,143,153,163,169,112,238
267,537,358,467,373,487,282,557
64,86,110,26,126,38,80,99
700,316,734,312,736,326,701,329
212,178,366,136,385,211,232,253
34,117,80,57,96,70,50,130
323,364,368,358,371,380,325,386
