409,122,431,120,432,134,411,137
320,134,380,126,382,141,322,149
433,121,462,118,463,133,434,136
379,127,410,123,412,138,381,141
1005,140,1054,134,1055,145,1007,151
1003,127,1033,124,1034,136,1005,140
462,116,489,114,490,129,463,131
1218,91,1245,88,1247,99,1219,103
1184,92,1211,90,1212,103,1185,106
211,139,313,129,316,153,213,164
1014,151,1053,147,1054,159,1015,162
1015,112,1044,109,1045,123,1017,126
1244,88,1267,85,1269,97,1245,100
163,351,203,352,202,369,162,368
164,150,215,145,217,164,166,169
1021,125,1061,122,1063,134,1022,138
161,449,216,451,215,468,160,466
150,257,208,253,209,271,151,274
936,164,999,157,1002,183,938,190
253,190,326,180,328,195,255,205
