1135,88,1225,68,1233,103,1143,123
758,159,820,153,826,226,765,232
1111,39,1176,21,1181,41,1116,58
1175,138,1224,140,1224,152,1175,150
1041,150,1068,147,1069,159,1042,162
907,187,977,179,982,235,913,242
961,82,1016,73,1018,88,964,98
1107,24,1169,10,1173,28,1111,42
976,218,1006,217,1007,235,977,237
671,160,727,163,726,182,670,179
965,68,1008,61,1010,76,968,83
1160,340,1258,348,1257,359,1159,351
1002,115,1088,101,1093,134,1007,148
974,179,1006,180,1005,221,973,221
1133,139,1158,140,1158,154,1133,153
