654,114,684,115,684,129,654,128
624,116,652,114,653,128,624,130
600,121,631,117,633,131,602,135
675,276,720,278,719,304,675,302
644,247,708,246,709,270,645,271
596,251,645,247,646,271,598,275
247,124,300,163,281,190,228,151
594,279,676,277,676,303,594,304
588,139,712,131,715,166,590,174
908,142,997,75,1022,110,933,177
348,270,406,269,406,281,348,281
603,225,644,223,645,241,604,244
602,175,714,172,715,201,603,205
636,372,696,369,696,378,636,381
678,117,703,118,702,131,677,129
605,410,664,411,664,424,605,423
665,412,716,408,717,419,666,423
608,370,642,370,642,380,608,380
