138,414,186,409,189,435,141,440
274,397,314,391,318,414,277,421
337,426,384,418,387,435,339,443
320,390,383,381,386,407,324,416
72,421,134,414,137,443,75,450
47,103,122,105,121,134,46,131
195,406,273,398,275,426,197,433
309,430,339,427,341,444,311,447
15,430,71,427,73,453,17,456
207,448,299,435,301,451,210,464
406,409,434,405,437,425,409,429
383,384,431,380,432,398,385,402
113,106,254,114,252,141,111,133
281,436,320,432,321,448,282,452
263,348,427,328,431,367,267,387
17,376,228,360,230,398,19,414
398,476,443,466,447,481,402,492
314,495,370,485,372,497,316,507
23,52,236,66,233,117,20,103
