814,123,862,102,867,113,819,134
780,137,807,125,812,136,785,148
670,257,711,247,715,265,674,275
701,248,752,233,757,251,706,266
765,131,802,113,808,128,771,145
804,112,847,98,851,108,807,123
670,222,749,200,754,222,676,244
824,202,868,189,873,207,829,220
772,114,824,95,828,106,776,125
779,216,824,204,827,221,783,232
837,136,888,116,892,126,841,147
782,234,823,223,827,238,786,248
922,49,986,26,989,37,925,60
922,172,1005,143,1011,160,927,189
966,512,1023,507,1024,522,967,527
773,201,817,188,821,202,777,215
825,154,865,138,869,148,829,165
785,169,825,153,829,163,789,179
691,198,739,184,744,202,696,217
860,158,930,136,934,149,864,171
1031,460,1134,448,1144,538,1041,550
852,92,909,69,914,82,857,104
920,118,966,99,970,110,924,129
947,182,1066,155,1069,169,950,196
773,192,815,178,819,190,777,204
