568,70,614,68,615,87,569,89
516,207,572,201,574,226,519,232
32,174,93,170,95,195,34,200
1099,190,1130,188,1131,205,1100,206
571,200,644,195,646,220,573,225
1184,219,1240,214,1243,247,1188,253
502,77,567,67,571,90,506,101
1003,75,1091,27,1113,69,1025,117
186,150,264,170,255,206,177,186
523,105,556,99,559,116,526,122
1199,333,1254,329,1256,358,1201,362
578,300,650,296,652,318,579,322
557,100,590,96,592,112,558,116
37,257,91,253,92,270,39,274
527,308,581,301,584,324,530,331
32,273,95,269,96,284,33,288
249,180,290,186,286,212,245,206
545,386,644,380,645,396,546,402
1058,221,1098,218,1099,231,1058,233
1192,289,1227,286,1229,314,1194,317
